primer_species,well_dir,ds_rate,tcrb_amp_factor,tcrg_amp_factor
V05,1_0500_3X_0p7X__WD324,75,1.00708,1.06947
V05,1_0500_3X_0p7X__WD332,75,0.93041,1.04656
V05,1_2000_0X_0p5X__JS001,75,1.04585,1.05203
V05,1_2000_0X_0p5X__JS009,75,0.98909,1.28751
V05,1_2000_0X_0p5X__JS017,75,0.99652,1.21888
V05,1_2000_0X_0p7X__WD289,75,1.05157,1.23646
VA,1_0063_0X_0p5X__JS029,50,0.86677,0.92904
VA,1_0063_0X_0p5X__JS037,50,0.94598,0.89738
VA,1_0063_0X_0p5X__JS045,50,1.20778,0.73018
VA,1_0063_0X_0p7X__WD317,50,1.03406,0.82642
VA,1_0063_0X_0p7X__WD325,50,1.20168,0.80677
VA,1_0063_0X_0p7X__WD333,50,0.89306,0.97836
VA,1_0063_1X_0p5X__JS030,50,1.10829,0.7258
VA,1_0063_1X_0p5X__JS038,50,0.92929,0.94382
VA,1_0063_1X_0p5X__JS046,50,0.95791,0.76701
VA,1_0063_1X_0p7X__WD318,50,0.9298,0.7244
VA,1_0063_1X_0p7X__WD326,50,0.98378,0.69253
VA,1_0063_1X_0p7X__WD334,50,0.96656,0.65942
VA,1_0063_2X_0p5X__JS031,50,0.92576,0.87036
VA,1_0063_2X_0p5X__JS039,50,1.37019,0.76975
VA,1_0063_2X_0p5X__JS047,50,1.37192,0.73345
VA,1_0063_2X_0p7X__WD319,50,0.89814,0.6644
VA,1_0063_2X_0p7X__WD327,50,1.02191,0.70875
VA,1_0063_2X_0p7X__WD335,50,1.04086,0.83012
VA,1_0063_3X_0p5X__JS032,50,1.17317,0.91817
VA,1_0063_3X_0p5X__JS040,50,0.97839,0.73859
VA,1_0063_3X_0p5X__JS048,50,1.15472,0.82986
VA,1_0063_3X_0p7X__WD320,50,1.03972,0.93558
VA,1_0063_3X_0p7X__WD328,50,1.12724,0.55584
VA,1_0063_3X_0p7X__WD336,50,1.09189,0.78527
VA,1_0125_0X_0p5X__JS005,50,1.07808,0.89784
VA,1_0125_0X_0p5X__JS013,50,1.04566,0.96191
VA,1_0125_0X_0p5X__JS021,50,1.0322,1.00982
VA,1_0125_0X_0p7X__WD293,50,1.00899,0.59115
VA,1_0125_0X_0p7X__WD301,50,1.0961,0.77366
VA,1_0125_0X_0p7X__WD309,50,0.95761,1.04583
VA,1_0125_1X_0p5X__JS006,50,1.16959,0.64652
VA,1_0125_1X_0p5X__JS014,50,0.83371,0.85967
VA,1_0125_1X_0p5X__JS022,50,1.05073,0.94034
VA,1_0125_1X_0p7X__WD294,50,0.87116,0.83587
VA,1_0125_1X_0p7X__WD302,50,0.78882,0.80189
VA,1_0125_1X_0p7X__WD310,50,0.90349,0.93558
VA,1_0125_2X_0p5X__JS007,50,0.92492,0.9182
VA,1_0125_2X_0p5X__JS015,50,0.95169,0.88129
VA,1_0125_2X_0p5X__JS023,50,1.02972,0.71879
VA,1_0125_2X_0p7X__WD295,50,1.04323,0.95405
VA,1_0125_2X_0p7X__WD303,50,0.9971,0.64819
VA,1_0125_2X_0p7X__WD311,50,1.04515,0.75811
VA,1_0125_3X_0p5X__JS008,50,0.95007,0.67242
VA,1_0125_3X_0p5X__JS016,50,0.99782,0.70799
VA,1_0125_3X_0p5X__JS024,50,1.06753,0.59116
VA,1_0125_3X_0p7X__WD296,50,0.8701,0.7781
VA,1_0125_3X_0p7X__WD304,50,1.05096,0.83385
VA,1_0125_3X_0p7X__WD312,50,0.94067,0.82278
VA,1_0250_0X_0p5X__JS049,50,0.89911,0.55861
VA,1_0250_0X_0p5X__JS057,50,1.05804,0.78192
VA,1_0250_0X_0p5X__JS065,50,1.0627,0.76599
VA,1_0250_0X_0p7X__WD337,50,1.20778,0.91339
VA,1_0250_0X_0p7X__WD345,50,0.82042,0.9579
VA,1_0250_0X_0p7X__WD353,50,0.8934,0.85491
VA,1_0250_1X_0p5X__JS050,50,1.05916,0.71474
VA,1_0250_1X_0p5X__JS058,50,1.14334,0.81499
VA,1_0250_1X_0p5X__JS066,50,0.98517,0.74396
VA,1_0250_1X_0p7X__WD338,50,1.00479,0.73821
VA,1_0250_1X_0p7X__WD346,50,0.85432,0.68692
VA,1_0250_1X_0p7X__WD354,50,0.88088,0.93563
VA,1_0250_2X_0p5X__JS051,50,1.13115,0.5093
VA,1_0250_2X_0p5X__JS059,50,1.1159,0.94907
VA,1_0250_2X_0p5X__JS067,50,1.22249,0.61483
VA,1_0250_2X_0p7X__WD339,50,0.99248,0.88967
VA,1_0250_2X_0p7X__WD347,50,0.95169,0.79146
VA,1_0250_2X_0p7X__WD355,50,1.13139,0.95648
VA,1_0250_3X_0p5X__JS052,50,0.93171,0.7356
VA,1_0250_3X_0p5X__JS060,50,1.05907,0.95756
VA,1_0250_3X_0p5X__JS068,50,0.92272,0.67304
VA,1_0250_3X_0p7X__WD340,50,0.87752,0.75968
VA,1_0250_3X_0p7X__WD348,50,0.84881,0.80941
VA,1_0250_3X_0p7X__WD356,50,0.78634,0.66789
VA,1_0500_0X_0p5X__JS025,50,1.0776,0.82952
VA,1_0500_0X_0p5X__JS033,50,0.89146,0.68835
VA,1_0500_0X_0p5X__JS041,50,1.25406,0.76085
VA,1_0500_0X_0p7X__WD313,50,1.05801,0.72901
VA,1_0500_0X_0p7X__WD321,50,0.99365,0.95521
VA,1_0500_0X_0p7X__WD329,50,1.25493,0.67253
VA,1_0500_1X_0p5X__JS026,50,1.09839,0.8631
VA,1_0500_1X_0p5X__JS034,50,0.87045,0.74403
VA,1_0500_1X_0p5X__JS042,50,1.06092,0.68332
VA,1_0500_1X_0p7X__WD314,50,0.81821,0.81714
VA,1_0500_1X_0p7X__WD322,50,0.77895,0.85749
VA,1_0500_1X_0p7X__WD330,50,1.02001,0.57164
VA,1_0500_2X_0p5X__JS027,50,1.04,0.78907
VA,1_0500_2X_0p5X__JS035,50,0.73114,0.71188
VA,1_0500_2X_0p5X__JS043,50,1.33155,0.77674
VA,1_0500_2X_0p7X__WD315,50,0.98703,0.87994
VA,1_0500_2X_0p7X__WD323,50,0.90836,0.87574
VA,1_0500_2X_0p7X__WD331,50,1.05126,0.84796
VA,1_0500_3X_0p5X__JS028,50,1.02309,0.56351
VA,1_0500_3X_0p5X__JS036,50,1.18716,0.57065
VA,1_0500_3X_0p5X__JS044,50,0.92295,0.79324
VA,1_0500_3X_0p7X__WD316,50,1.22579,0.73156
VA,1_0500_3X_0p7X__WD324,50,1.05702,0.95752
VA,1_0500_3X_0p7X__WD332,50,0.84402,0.74209
VA,1_2000_0X_0p5X__JS001,50,0.91961,0.55933
VA,1_2000_0X_0p5X__JS009,50,0.83719,0.73911
VA,1_2000_0X_0p5X__JS017,50,0.86482,0.67002
VA,1_2000_0X_0p7X__WD289,50,0.90566,0.88919
VA,1_2000_0X_0p7X__WD297,50,1.0198,0.58323
VA,1_2000_0X_0p7X__WD305,50,0.99721,0.66681
VA,1_2000_1X_0p5X__JS002,50,1.06164,0.98341
VA,1_2000_1X_0p5X__JS010,50,1.09471,0.82575
VA,1_2000_1X_0p5X__JS018,50,1.0173,0.70136
VA,1_2000_1X_0p7X__WD290,50,1.03174,0.73557
VA,1_2000_1X_0p7X__WD298,50,1.06131,0.72441
VA,1_2000_1X_0p7X__WD306,50,0.91057,0.97181
VA,1_2000_2X_0p5X__JS003,50,0.85214,0.60695
VA,1_2000_2X_0p5X__JS011,50,1.1046,0.73027
VA,1_2000_2X_0p5X__JS019,50,1.1871,0.55813
VA,1_2000_2X_0p7X__WD291,50,1.34293,0.79159
VA,1_2000_2X_0p7X__WD299,50,1.05806,0.84071
VA,1_2000_2X_0p7X__WD307,50,0.98108,0.71038
VA,1_2000_3X_0p5X__JS004,50,1.05673,0.70435
VA,1_2000_3X_0p5X__JS012,50,1.00254,0.85606
VA,1_2000_3X_0p5X__JS020,50,1.01009,1.01184
VA,1_2000_3X_0p7X__WD292,50,0.90952,0.67325
VA,1_2000_3X_0p7X__WD300,50,1.0574,1.0427
VA,1_2000_3X_0p7X__WD308,50,1.04468,0.81223
VA-01,1_0063_0X_0p5X__JS029,50,0.86677,0.92904
VA-01,1_0063_0X_0p5X__JS037,50,0.94598,0.89738
VA-01,1_0063_0X_0p5X__JS045,50,1.20778,0.73018
VA-01,1_0063_0X_0p7X__WD317,50,1.03406,0.82642
VA-01,1_0063_0X_0p7X__WD325,50,1.20168,0.80677
VA-01,1_0063_0X_0p7X__WD333,50,0.89306,0.97836
VA-01,1_0063_1X_0p5X__JS030,50,1.10829,0.7258
VA-01,1_0063_1X_0p5X__JS038,50,0.92929,0.94382
VA-01,1_0063_1X_0p5X__JS046,50,0.95791,0.76701
VA-01,1_0063_1X_0p7X__WD318,50,0.9298,0.7244
VA-01,1_0063_1X_0p7X__WD326,50,0.98378,0.69253
VA-01,1_0063_1X_0p7X__WD334,50,0.96656,0.65942
VA-01,1_0063_2X_0p5X__JS031,50,0.92576,0.87036
VA-01,1_0063_2X_0p5X__JS039,50,1.37019,0.76975
VA-01,1_0063_2X_0p5X__JS047,50,1.37192,0.73345
VA-01,1_0063_2X_0p7X__WD319,50,0.89814,0.6644
VA-01,1_0063_2X_0p7X__WD327,50,1.02191,0.70875
VA-01,1_0063_2X_0p7X__WD335,50,1.04086,0.83012
VA-01,1_0063_3X_0p5X__JS032,50,1.17317,0.91817
VA-01,1_0063_3X_0p5X__JS040,50,0.97839,0.73859
VA-01,1_0063_3X_0p5X__JS048,50,1.15472,0.82986
VA-01,1_0063_3X_0p7X__WD320,50,1.03972,0.93558
VA-01,1_0063_3X_0p7X__WD328,50,1.12724,0.55584
VA-01,1_0063_3X_0p7X__WD336,50,1.09189,0.78527
VA-01,1_0125_0X_0p5X__JS005,50,1.07808,0.89784
VA-01,1_0125_0X_0p5X__JS013,50,1.04566,0.96191
VA-01,1_0125_0X_0p5X__JS021,50,1.0322,1.00982
VA-01,1_0125_0X_0p7X__WD293,50,1.00899,0.59115
VA-01,1_0125_0X_0p7X__WD301,50,1.0961,0.77366
VA-01,1_0125_0X_0p7X__WD309,50,0.95761,1.04583
VA-01,1_0125_1X_0p5X__JS006,50,1.16959,0.64652
VA-01,1_0125_1X_0p5X__JS014,50,0.83371,0.85967
VA-01,1_0125_1X_0p5X__JS022,50,1.05073,0.94034
VA-01,1_0125_1X_0p7X__WD294,50,0.87116,0.83587
VA-01,1_0125_1X_0p7X__WD302,50,0.78882,0.80189
VA-01,1_0125_1X_0p7X__WD310,50,0.90349,0.93558
VA-01,1_0125_2X_0p5X__JS007,50,0.92492,0.9182
VA-01,1_0125_2X_0p5X__JS015,50,0.95169,0.88129
VA-01,1_0125_2X_0p5X__JS023,50,1.02972,0.71879
VA-01,1_0125_2X_0p7X__WD295,50,1.04323,0.95405
VA-01,1_0125_2X_0p7X__WD303,50,0.9971,0.64819
VA-01,1_0125_2X_0p7X__WD311,50,1.04515,0.75811
VA-01,1_0125_3X_0p5X__JS008,50,0.95007,0.67242
VA-01,1_0125_3X_0p5X__JS016,50,0.99782,0.70799
VA-01,1_0125_3X_0p5X__JS024,50,1.06753,0.59116
VA-01,1_0125_3X_0p7X__WD296,50,0.8701,0.7781
VA-01,1_0125_3X_0p7X__WD304,50,1.05096,0.83385
VA-01,1_0125_3X_0p7X__WD312,50,0.94067,0.82278
VA-01,1_0250_0X_0p5X__JS049,50,0.89911,0.55861
VA-01,1_0250_0X_0p5X__JS057,50,1.05804,0.78192
VA-01,1_0250_0X_0p5X__JS065,50,1.0627,0.76599
VA-01,1_0250_0X_0p7X__WD337,50,1.20778,0.91339
VA-01,1_0250_0X_0p7X__WD345,50,0.82042,0.9579
VA-01,1_0250_0X_0p7X__WD353,50,0.8934,0.85491
VA-01,1_0250_1X_0p5X__JS050,50,1.05916,0.71474
VA-01,1_0250_1X_0p5X__JS058,50,1.14334,0.81499
VA-01,1_0250_1X_0p5X__JS066,50,0.98517,0.74396
VA-01,1_0250_1X_0p7X__WD338,50,1.00479,0.73821
VA-01,1_0250_1X_0p7X__WD346,50,0.85432,0.68692
VA-01,1_0250_1X_0p7X__WD354,50,0.88088,0.93563
VA-01,1_0250_2X_0p5X__JS051,50,1.13115,0.5093
VA-01,1_0250_2X_0p5X__JS059,50,1.1159,0.94907
VA-01,1_0250_2X_0p5X__JS067,50,1.22249,0.61483
VA-01,1_0250_2X_0p7X__WD339,50,0.99248,0.88967
VA-01,1_0250_2X_0p7X__WD347,50,0.95169,0.79146
VA-01,1_0250_2X_0p7X__WD355,50,1.13139,0.95648
VA-01,1_0250_3X_0p5X__JS052,50,0.93171,0.7356
VA-01,1_0250_3X_0p5X__JS060,50,1.05907,0.95756
VA-01,1_0250_3X_0p5X__JS068,50,0.92272,0.67304
VA-01,1_0250_3X_0p7X__WD340,50,0.87752,0.75968
VA-01,1_0250_3X_0p7X__WD348,50,0.84881,0.80941
VA-01,1_0250_3X_0p7X__WD356,50,0.78634,0.66789
VA-01,1_0500_0X_0p5X__JS025,50,1.0776,0.82952
VA-01,1_0500_0X_0p5X__JS033,50,0.89146,0.68835
VA-01,1_0500_0X_0p5X__JS041,50,1.25406,0.76085
VA-01,1_0500_0X_0p7X__WD313,50,1.05801,0.72901
VA-01,1_0500_0X_0p7X__WD321,50,0.99365,0.95521
VA-01,1_0500_0X_0p7X__WD329,50,1.25493,0.67253
VA-01,1_0500_1X_0p5X__JS026,50,1.09839,0.8631
VA-01,1_0500_1X_0p5X__JS034,50,0.87045,0.74403
VA-01,1_0500_1X_0p5X__JS042,50,1.06092,0.68332
VA-01,1_0500_1X_0p7X__WD314,50,0.81821,0.81714
VA-01,1_0500_1X_0p7X__WD322,50,0.77895,0.85749
VA-01,1_0500_1X_0p7X__WD330,50,1.02001,0.57164
VA-01,1_0500_2X_0p5X__JS027,50,1.04,0.78907
VA-01,1_0500_2X_0p5X__JS035,50,0.73114,0.71188
VA-01,1_0500_2X_0p5X__JS043,50,1.33155,0.77674
VA-01,1_0500_2X_0p7X__WD315,50,0.98703,0.87994
VA-01,1_0500_2X_0p7X__WD323,50,0.90836,0.87574
VA-01,1_0500_2X_0p7X__WD331,50,1.05126,0.84796
VA-01,1_0500_3X_0p5X__JS028,50,1.02309,0.56351
VA-01,1_0500_3X_0p5X__JS036,50,1.18716,0.57065
VA-01,1_0500_3X_0p5X__JS044,50,0.92295,0.79324
VA-01,1_0500_3X_0p7X__WD316,50,1.22579,0.73156
VA-01,1_0500_3X_0p7X__WD324,50,1.05702,0.95752
VA-01,1_0500_3X_0p7X__WD332,50,0.84402,0.74209
VA-01,1_2000_0X_0p5X__JS001,50,0.91961,0.55933
VA-01,1_2000_0X_0p5X__JS009,50,0.83719,0.73911
VA-01,1_2000_0X_0p5X__JS017,50,0.86482,0.67002
VA-01,1_2000_0X_0p7X__WD289,50,0.90566,0.88919
VA-01,1_2000_0X_0p7X__WD297,50,1.0198,0.58323
VA-01,1_2000_0X_0p7X__WD305,50,0.99721,0.66681
VA-01,1_2000_1X_0p5X__JS002,50,1.06164,0.98341
VA-01,1_2000_1X_0p5X__JS010,50,1.09471,0.82575
VA-01,1_2000_1X_0p5X__JS018,50,1.0173,0.70136
VA-01,1_2000_1X_0p7X__WD290,50,1.03174,0.73557
VA-01,1_2000_1X_0p7X__WD298,50,1.06131,0.72441
VA-01,1_2000_1X_0p7X__WD306,50,0.91057,0.97181
VA-01,1_2000_2X_0p5X__JS003,50,0.85214,0.60695
VA-01,1_2000_2X_0p5X__JS011,50,1.1046,0.73027
VA-01,1_2000_2X_0p5X__JS019,50,1.1871,0.55813
VA-01,1_2000_2X_0p7X__WD291,50,1.34293,0.79159
VA-01,1_2000_2X_0p7X__WD299,50,1.05806,0.84071
VA-01,1_2000_2X_0p7X__WD307,50,0.98108,0.71038
VA-01,1_2000_3X_0p5X__JS004,50,1.05673,0.70435
VA-01,1_2000_3X_0p5X__JS012,50,1.00254,0.85606
VA-01,1_2000_3X_0p5X__JS020,50,1.01009,1.01184
VA-01,1_2000_3X_0p7X__WD292,50,0.90952,0.67325
VA-01,1_2000_3X_0p7X__WD300,50,1.0574,1.0427
VA-01,1_2000_3X_0p7X__WD308,50,1.04468,0.81223
VB,1_0063_0X_0p5X__JS029,50,0.83569,0.9443
VB,1_0063_0X_0p5X__JS037,50,0.99723,0.94843
VB,1_0063_0X_0p5X__JS045,50,0.84483,0.87653
VB,1_0063_0X_0p7X__WD317,50,0.63774,0.98384
VB,1_0063_0X_0p7X__WD325,50,0.83236,0.94201
VB,1_0063_0X_0p7X__WD333,50,0.80881,0.94003
VB,1_0063_1X_0p5X__JS030,50,0.87549,0.92159
VB,1_0063_1X_0p5X__JS038,50,0.78312,0.90274
VB,1_0063_1X_0p5X__JS046,50,0.77232,0.90578
VB,1_0063_1X_0p7X__WD318,50,0.70341,0.96214
VB,1_0063_1X_0p7X__WD326,50,0.84729,0.83386
VB,1_0063_1X_0p7X__WD334,50,0.69561,0.97945
VB,1_0063_2X_0p5X__JS031,50,1.16092,0.91316
VB,1_0063_2X_0p5X__JS039,50,0.75606,0.94932
VB,1_0063_2X_0p5X__JS047,50,1.02345,0.87693
VB,1_0063_2X_0p7X__WD319,50,0.76741,0.89413
VB,1_0063_2X_0p7X__WD327,50,0.88853,0.89436
VB,1_0063_2X_0p7X__WD335,50,0.865,0.85703
VB,1_0063_3X_0p5X__JS032,50,0.76395,0.88578
VB,1_0063_3X_0p5X__JS040,50,0.88309,1.05759
VB,1_0063_3X_0p5X__JS048,50,0.86172,0.83919
VB,1_0063_3X_0p7X__WD320,50,0.7434,0.92558
VB,1_0063_3X_0p7X__WD328,50,0.71548,0.90279
VB,1_0063_3X_0p7X__WD336,50,0.7971,0.76901
VB,1_0125_0X_0p5X__JS005,50,0.96736,0.93538
VB,1_0125_0X_0p5X__JS013,50,0.89202,0.89021
VB,1_0125_0X_0p5X__JS021,50,0.97615,0.88006
VB,1_0125_0X_0p7X__WD293,50,0.77981,0.80185
VB,1_0125_0X_0p7X__WD301,50,0.74337,0.97002
VB,1_0125_0X_0p7X__WD309,50,1.0227,0.98382
VB,1_0125_1X_0p5X__JS006,50,0.78418,0.93579
VB,1_0125_1X_0p5X__JS014,50,0.80448,0.8866
VB,1_0125_1X_0p5X__JS022,50,0.83782,0.88026
VB,1_0125_1X_0p7X__WD294,50,0.78815,1.00619
VB,1_0125_1X_0p7X__WD302,50,0.79173,0.90606
VB,1_0125_1X_0p7X__WD310,50,0.71205,0.92867
VB,1_0125_2X_0p5X__JS007,50,0.99341,0.91377
VB,1_0125_2X_0p5X__JS015,50,0.93504,0.86707
VB,1_0125_2X_0p5X__JS023,50,0.69807,0.99399
VB,1_0125_2X_0p7X__WD295,50,0.84052,0.9363
VB,1_0125_2X_0p7X__WD303,50,0.91149,0.91709
VB,1_0125_2X_0p7X__WD311,50,0.71322,0.95118
VB,1_0125_3X_0p5X__JS008,50,0.76781,0.91036
VB,1_0125_3X_0p5X__JS016,50,0.89058,0.80122
VB,1_0125_3X_0p5X__JS024,50,0.9874,0.83375
VB,1_0125_3X_0p7X__WD296,50,0.8421,0.83943
VB,1_0125_3X_0p7X__WD304,50,0.68989,0.90431
VB,1_0125_3X_0p7X__WD312,50,0.93282,1.0003
VB,1_0250_0X_0p5X__JS049,50,0.83008,0.93457
VB,1_0250_0X_0p5X__JS057,50,0.83897,0.91514
VB,1_0250_0X_0p5X__JS065,50,0.82898,0.9834
VB,1_0250_0X_0p7X__WD337,50,0.94951,0.85999
VB,1_0250_0X_0p7X__WD345,50,0.70636,0.94425
VB,1_0250_0X_0p7X__WD353,50,0.80498,0.94595
VB,1_0250_1X_0p5X__JS050,50,0.89986,0.97981
VB,1_0250_1X_0p5X__JS058,50,0.78559,0.85292
VB,1_0250_1X_0p5X__JS066,50,0.79481,0.97809
VB,1_0250_1X_0p7X__WD338,50,0.6839,0.87322
VB,1_0250_1X_0p7X__WD346,50,0.8874,0.89932
VB,1_0250_1X_0p7X__WD354,50,0.73524,0.9409
VB,1_0250_2X_0p5X__JS051,50,0.8066,0.88951
VB,1_0250_2X_0p5X__JS059,50,0.85312,0.87088
VB,1_0250_2X_0p5X__JS067,50,0.81495,0.99483
VB,1_0250_2X_0p7X__WD339,50,0.80509,0.91007
VB,1_0250_2X_0p7X__WD347,50,0.75725,0.97918
VB,1_0250_2X_0p7X__WD355,50,0.86848,0.92022
VB,1_0250_3X_0p5X__JS052,50,0.96571,0.93643
VB,1_0250_3X_0p5X__JS060,50,0.7574,0.85195
VB,1_0250_3X_0p5X__JS068,50,0.74699,0.86678
VB,1_0250_3X_0p7X__WD340,50,0.67405,0.86007
VB,1_0250_3X_0p7X__WD348,50,0.67726,0.90903
VB,1_0250_3X_0p7X__WD356,50,0.73358,0.99996
VB,1_0500_0X_0p5X__JS025,50,0.94528,0.86901
VB,1_0500_0X_0p5X__JS033,50,0.85273,0.93512
VB,1_0500_0X_0p5X__JS041,50,0.97295,1.0277
VB,1_0500_0X_0p7X__WD313,50,0.91602,1.03099
VB,1_0500_0X_0p7X__WD321,50,0.85741,0.88447
VB,1_0500_0X_0p7X__WD329,50,0.77853,0.89718
VB,1_0500_1X_0p5X__JS026,50,0.80494,0.91403
VB,1_0500_1X_0p5X__JS034,50,0.84321,0.84829
VB,1_0500_1X_0p5X__JS042,50,0.76787,0.88112
VB,1_0500_1X_0p7X__WD314,50,0.76754,1.0123
VB,1_0500_1X_0p7X__WD322,50,0.73149,0.85003
VB,1_0500_1X_0p7X__WD330,50,0.8089,1.05913
VB,1_0500_2X_0p5X__JS027,50,0.91294,0.90534
VB,1_0500_2X_0p5X__JS035,50,0.95264,0.81919
VB,1_0500_2X_0p5X__JS043,50,0.79218,0.95035
VB,1_0500_2X_0p7X__WD315,50,0.70953,0.89779
VB,1_0500_2X_0p7X__WD323,50,0.76028,0.99468
VB,1_0500_2X_0p7X__WD331,50,0.67591,0.91065
VB,1_0500_3X_0p5X__JS028,50,0.75675,0.9218
VB,1_0500_3X_0p5X__JS036,50,0.67283,0.85319
VB,1_0500_3X_0p5X__JS044,50,0.83341,0.83824
VB,1_0500_3X_0p7X__WD316,50,0.7772,0.83799
VB,1_0500_3X_0p7X__WD324,50,0.63454,0.80363
VB,1_0500_3X_0p7X__WD332,50,0.71908,0.87396
VB,1_2000_0X_0p5X__JS001,50,0.81549,0.93342
VB,1_2000_0X_0p5X__JS009,50,0.65338,0.84591
VB,1_2000_0X_0p5X__JS017,50,0.78715,0.91674
VB,1_2000_0X_0p7X__WD289,50,0.83348,0.79254
VB,1_2000_0X_0p7X__WD297,50,0.64243,0.81919
VB,1_2000_0X_0p7X__WD305,50,0.7141,0.90787
VB,1_2000_1X_0p5X__JS002,50,0.70159,0.83261
VB,1_2000_1X_0p5X__JS010,50,0.89041,0.83134
VB,1_2000_1X_0p5X__JS018,50,0.99046,0.97668
VB,1_2000_1X_0p7X__WD290,50,0.64663,1.05385
VB,1_2000_1X_0p7X__WD298,50,0.70749,1.05455
VB,1_2000_1X_0p7X__WD306,50,0.88796,0.9925
VB,1_2000_2X_0p5X__JS003,50,0.72005,0.97459
VB,1_2000_2X_0p5X__JS011,50,0.87281,0.89371
VB,1_2000_2X_0p5X__JS019,50,0.75096,0.86727
VB,1_2000_2X_0p7X__WD291,50,0.8053,0.93429
VB,1_2000_2X_0p7X__WD299,50,0.71298,0.87858
VB,1_2000_2X_0p7X__WD307,50,0.75498,0.97101
VB,1_2000_3X_0p5X__JS004,50,0.7134,0.88707
VB,1_2000_3X_0p5X__JS012,50,0.89215,1.01905
VB,1_2000_3X_0p5X__JS020,50,0.79812,0.88248
VB,1_2000_3X_0p7X__WD292,50,0.69699,0.94568
VB,1_2000_3X_0p7X__WD300,50,0.78002,0.91417
VB,1_2000_3X_0p7X__WD308,50,0.64558,0.8638
VB-01,1_0063_0X_0p5X__JS029,50,0.83569,0.9443
VB-01,1_0063_0X_0p5X__JS037,50,0.99723,0.94843
VB-01,1_0063_0X_0p5X__JS045,50,0.84483,0.87653
VB-01,1_0063_0X_0p7X__WD317,50,0.63774,0.98384
VB-01,1_0063_0X_0p7X__WD325,50,0.83236,0.94201
VB-01,1_0063_0X_0p7X__WD333,50,0.80881,0.94003
VB-01,1_0063_1X_0p5X__JS030,50,0.87549,0.92159
VB-01,1_0063_1X_0p5X__JS038,50,0.78312,0.90274
VB-01,1_0063_1X_0p5X__JS046,50,0.77232,0.90578
VB-01,1_0063_1X_0p7X__WD318,50,0.70341,0.96214
VB-01,1_0063_1X_0p7X__WD326,50,0.84729,0.83386
VB-01,1_0063_1X_0p7X__WD334,50,0.69561,0.97945
VB-01,1_0063_2X_0p5X__JS031,50,1.16092,0.91316
VB-01,1_0063_2X_0p5X__JS039,50,0.75606,0.94932
VB-01,1_0063_2X_0p5X__JS047,50,1.02345,0.87693
VB-01,1_0063_2X_0p7X__WD319,50,0.76741,0.89413
VB-01,1_0063_2X_0p7X__WD327,50,0.88853,0.89436
VB-01,1_0063_2X_0p7X__WD335,50,0.865,0.85703
VB-01,1_0063_3X_0p5X__JS032,50,0.76395,0.88578
VB-01,1_0063_3X_0p5X__JS040,50,0.88309,1.05759
VB-01,1_0063_3X_0p5X__JS048,50,0.86172,0.83919
VB-01,1_0063_3X_0p7X__WD320,50,0.7434,0.92558
VB-01,1_0063_3X_0p7X__WD328,50,0.71548,0.90279
VB-01,1_0063_3X_0p7X__WD336,50,0.7971,0.76901
VB-01,1_0125_0X_0p5X__JS005,50,0.96736,0.93538
VB-01,1_0125_0X_0p5X__JS013,50,0.89202,0.89021
VB-01,1_0125_0X_0p5X__JS021,50,0.97615,0.88006
VB-01,1_0125_0X_0p7X__WD293,50,0.77981,0.80185
VB-01,1_0125_0X_0p7X__WD301,50,0.74337,0.97002
VB-01,1_0125_0X_0p7X__WD309,50,1.0227,0.98382
VB-01,1_0125_1X_0p5X__JS006,50,0.78418,0.93579
VB-01,1_0125_1X_0p5X__JS014,50,0.80448,0.8866
VB-01,1_0125_1X_0p5X__JS022,50,0.83782,0.88026
VB-01,1_0125_1X_0p7X__WD294,50,0.78815,1.00619
VB-01,1_0125_1X_0p7X__WD302,50,0.79173,0.90606
VB-01,1_0125_1X_0p7X__WD310,50,0.71205,0.92867
VB-01,1_0125_2X_0p5X__JS007,50,0.99341,0.91377
VB-01,1_0125_2X_0p5X__JS015,50,0.93504,0.86707
VB-01,1_0125_2X_0p5X__JS023,50,0.69807,0.99399
VB-01,1_0125_2X_0p7X__WD295,50,0.84052,0.9363
VB-01,1_0125_2X_0p7X__WD303,50,0.91149,0.91709
VB-01,1_0125_2X_0p7X__WD311,50,0.71322,0.95118
VB-01,1_0125_3X_0p5X__JS008,50,0.76781,0.91036
VB-01,1_0125_3X_0p5X__JS016,50,0.89058,0.80122
VB-01,1_0125_3X_0p5X__JS024,50,0.9874,0.83375
VB-01,1_0125_3X_0p7X__WD296,50,0.8421,0.83943
VB-01,1_0125_3X_0p7X__WD304,50,0.68989,0.90431
VB-01,1_0125_3X_0p7X__WD312,50,0.93282,1.0003
VB-01,1_0250_0X_0p5X__JS049,50,0.83008,0.93457
VB-01,1_0250_0X_0p5X__JS057,50,0.83897,0.91514
VB-01,1_0250_0X_0p5X__JS065,50,0.82898,0.9834
VB-01,1_0250_0X_0p7X__WD337,50,0.94951,0.85999
VB-01,1_0250_0X_0p7X__WD345,50,0.70636,0.94425
VB-01,1_0250_0X_0p7X__WD353,50,0.80498,0.94595
VB-01,1_0250_1X_0p5X__JS050,50,0.89986,0.97981
VB-01,1_0250_1X_0p5X__JS058,50,0.78559,0.85292
VB-01,1_0250_1X_0p5X__JS066,50,0.79481,0.97809
VB-01,1_0250_1X_0p7X__WD338,50,0.6839,0.87322
VB-01,1_0250_1X_0p7X__WD346,50,0.8874,0.89932
